source_release_date,release_tag,source_sha256,workbook_title,source_row_count,observation_count,generated_at_utc

2025-11-28,ruks-2025-11-28,32df7b72adbef66734df2f8e56f4f1a14edee21546abefd9b90d0f0de3555576,"Udvalgte Kroniske Sygdomme og Svære Psykiske Lidelser (RUKS), 2010-2025",187639,2432172,2026-04-18T08:16:20+00:00
